策略名称,回测开始,回测结束,本金,策略收益,策略年化收益,超额收益,基准收益,阿尔法,贝塔,夏普比率,胜率,盈亏比,最大回撤,索提诺比率,日均超额收益,超额收益最大回撤,超额收益夏普比率,日胜率,盈利次数,亏损次数,信息比率,策略波动率,基准波动率,最大回撤区间
5.尝试用机器学习批量生产小盘策略,2024-02-01,2026-02-19,500000,308.09%,104.04%,128.69%,78.45%,0.709,0.967,2.463,0.699,4.603,正在加载...,3.492,0.19%,30.36%,1.651,0.562,130,56,2.404,0.406,0.293,"2024/02/01,2024/02/07"
